Project Name,Principal Investigator,Scientific Program,Product Name,Status,Status Date,User Program,Proposal,JGI Project Id,Taxonomy ID,NCBI Project Id,Genbank,ENA,SRA,Sequencing Project ID,Analysis project ID,Project Manager,Portal ID,IMG Portal,Mycocosm Portal,Phytozome Portal
Eucalyptus caesia subsp. 'Boyagin Rock' CCA5666 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454954,592793,,,,,1456547 ,1454955 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccaesequencing_26_FD"",""Euccaesequencing_26_FD"")",,,
Eucalyptus caesia subsp. 'Boyagin Rock' CCA5668 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454952,592793,,,,,1456546 ,1454953 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccaesequencing_25_FD"",""Euccaesequencing_25_FD"")",,,
Eucalyptus caesia subsp. 'Southern rocks' CCA5820 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455084,592793,,,,,1456612 ,1455085 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccaesequencing_20_FD"",""Euccaesequencing_20_FD"")",,,
Eucalyptus cajuputea CCA2918 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456408,2884841,,,,,1457274 ,1456409 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccajsequencing_FD"",""Euccajsequencing_FD"")",,,
Eucalyptus calcareana CCA0368 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455616,1711193,,,,,1456878 ,1455617 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_12_FD"",""Euccalsequencing_12_FD"")",,,
Eucalyptus calcareana CCA0482 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455740,1711193,,,,,1456940 ,1455741 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_15_FD"",""Euccalsequencing_15_FD"")",,,
Eucalyptus calcareana CCA1156 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455928,1711193,,,,,1457034 ,1455929 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_18_FD"",""Euccalsequencing_18_FD"")",,,
Eucalyptus calcareana CCA1157 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455930,1711193,,,,,1457035 ,1455931 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_17_FD"",""Euccalsequencing_17_FD"")",,,
Eucalyptus calcicola CCA2965 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456438,582359,,,,,1457289 ,1456439 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_13_FD"",""Euccalsequencing_13_FD"")",,,
Eucalyptus calcicola CCA2968 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456442,582359,,,,,1457291 ,1456443 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_14_FD"",""Euccalsequencing_14_FD"")",,,
Eucalyptus caliginosa CCA2994 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456466,932922,,,,,1457303 ,1456467 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_11_FD"",""Euccalsequencing_11_FD"")",,,
Eucalyptus calycogona CCA0674 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455896,1711197,,,,,1457018 ,1455897 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_19_FD"",""Euccalsequencing_19_FD"")",,,
Eucalyptus calycogona CCA1220 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455962,1711197,,,,,1457051 ,1455963 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_16_FD"",""Euccalsequencing_16_FD"")",,,
Eucalyptus calycogona CCA5772 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455038,1711197,,,,,1456589 ,1455039 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccalsequencing_20_FD"",""Euccalsequencing_20_FD"")",,,
Eucalyptus camaldulensis CCA1269 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456004,34316,,,,,1457072 ,1456005 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_22_FD"",""Euccamsequencing_22_FD"")",,,
Eucalyptus camaldulensis CCA1645 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456290,34316,,,,,1457215 ,1456291 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_24_FD"",""Euccamsequencing_24_FD"")",,,
Eucalyptus camaldulensis CCA5622 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454904,34316,,,,,1456522 ,1454905 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_30_FD"",""Euccamsequencing_30_FD"")",,,
Eucalyptus camaldulensis CCA5623 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454908,34316,,,,,1456524 ,1454909 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_31_FD"",""Euccamsequencing_31_FD"")",,,
Eucalyptus camaldulensis CCA5651 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454926,34316,,,,,1456533 ,1454927 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_26_FD"",""Euccamsequencing_26_FD"")",,,
Eucalyptus camaldulensis CCA5652 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454922,34316,,,,,1456531 ,1454923 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_27_FD"",""Euccamsequencing_27_FD"")",,,
Eucalyptus camaldulensis CCA5677 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454942,34316,,,,,1456541 ,1454943 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_29_FD"",""Euccamsequencing_29_FD"")",,,
Eucalyptus camaldulensis CCA5680 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-09,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1454940,34316,,,,,1456540 ,1454941 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_28_FD"",""Euccamsequencing_28_FD"")",,,
Eucalyptus cameronii CCA5981 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455204,3932,,,,,1456672 ,1455205 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_21_FD"",""Euccamsequencing_21_FD"")",,,
Eucalyptus campaspe CCA6048 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455322,1711199,,,,,1456731 ,1455323 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_25_FD"",""Euccamsequencing_25_FD"")",,,
Eucalyptus camphora CCA0214 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455528,1711200,,,,,1456834 ,1455529 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccamsequencing_20_FD"",""Euccamsequencing_20_FD"")",,,
Eucalyptus canaliculata CCA1701 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456332,1711202,,,,,1457236 ,1456333 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccansequencing_4_FD"",""Euccansequencing_4_FD"")",,,
Eucalyptus canescens CCA0508 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455770,1711203,,,,,1456955 ,1455771 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccansequencing_3_FD"",""Euccansequencing_3_FD"")",,,
Eucalyptus canescens CCA1468 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456144,1711203,,,,,1457142 ,1456145 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccansequencing_5_FD"",""Euccansequencing_5_FD"")",,,
Eucalyptus capillosa CCA0172 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455494,1711205,,,,,1456817 ,1455495 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_13_FD"",""Euccapsequencing_13_FD"")",,,
Eucalyptus capillosa CCA0174 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455496,1711205,,,,,1456818 ,1455497 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_12_FD"",""Euccapsequencing_12_FD"")",,,
Eucalyptus capillosa CCA0252 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455558,1711205,,,,,1456849 ,1455559 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_11_FD"",""Euccapsequencing_11_FD"")",,,
Eucalyptus capillosa CCA0513 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455772,1711205,,,,,1456956 ,1455773 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_14_FD"",""Euccapsequencing_14_FD"")",,,
Eucalyptus capitanea CCA1161 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455932,3932,,,,,1457036 ,1455933 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_15_FD"",""Euccapsequencing_15_FD"")",,,
Eucalyptus captiosa CCA0232 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455542,1711207,,,,,1456841 ,1455543 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccapsequencing_10_FD"",""Euccapsequencing_10_FD"")",,,
Eucalyptus carnei CCA0503 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455764,1711210,,,,,1456952 ,1455765 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccarsequencing_2_FD"",""Euccarsequencing_2_FD"")",,,
Eucalyptus cerasiformis CCA0356 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455624,1711215,,,,,1456882 ,1455625 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccersequencing_4_FD"",""Euccersequencing_4_FD"")",,,
Eucalyptus cernua CCA0607 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455840,1711217,,,,,1456990 ,1455841 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccersequencing_5_FD"",""Euccersequencing_5_FD"")",,,
Eucalyptus chloroclada CCA5893 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455136,338534,,,,,1456638 ,1455137 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucchlsequencing_6_FD"",""Eucchlsequencing_6_FD"")",,,
Eucalyptus chloroclada CCA5896 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455138,338534,,,,,1456639 ,1455139 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucchlsequencing_7_FD"",""Eucchlsequencing_7_FD"")",,,
Eucalyptus chlorophylla CCA1499 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456170,1711218,,,,,1457155 ,1456171 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucchlsequencing_10_FD"",""Eucchlsequencing_10_FD"")",,,
Eucalyptus chlorophylla CCA1649 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456292,1711218,,,,,1457216 ,1456293 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucchlsequencing_9_FD"",""Eucchlsequencing_9_FD"")",,,
Eucalyptus cladocalyx CCA1355 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456066,452569,,,,,1457103 ,1456067 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucclasequencing_2_FD"",""Eucclasequencing_2_FD"")",,,
Eucalyptus clelandii CCA0067 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455406,1711220,,,,,1456773 ,1455407 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucclesequencing_3_FD"",""Eucclesequencing_3_FD"")",,,
Eucalyptus cneorifolia CCA0616 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455852,1711222,,,,,1456996 ,1455853 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccnesequencing_2_FD"",""Euccnesequencing_2_FD"")",,,
Eucalyptus codonocarpa CCA5950 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455206,3932,,,,,1456673 ,1455207 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccodsequencing_3_FD"",""Euccodsequencing_3_FD"")",,,
Eucalyptus codonocarpa CCA5951 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455224,3932,,,,,1456682 ,1455225 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccodsequencing_4_FD"",""Euccodsequencing_4_FD"")",,,
Eucalyptus comitae-vallis CCA2847 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456360,1711223,,,,,1457250 ,1456361 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccomsequencing_FD"",""Euccomsequencing_FD"")",,,
Eucalyptus concinna CCA1488 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-02-04,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456158,1711225,,,,,1457149 ,1456159 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_18_FD"",""Eucconsequencing_18_FD"")",,,
Eucalyptus confluens CCA6075 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455340,1711228,,,,,1456740 ,1455341 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_17_FD"",""Eucconsequencing_17_FD"")",,,
Eucalyptus conglobata CCA0550 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455798,1711229,,,,,1456969 ,1455799 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_11_FD"",""Eucconsequencing_11_FD"")",,,
Eucalyptus conglobata CCA1329 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456056,1711229,,,,,1457098 ,1456057 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_15_FD"",""Eucconsequencing_15_FD"")",,,
Eucalyptus conglobata CCA1332 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456058,1711229,,,,,1457099 ,1456059 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_14_FD"",""Eucconsequencing_14_FD"")",,,
Eucalyptus conglobata CCA1339 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456048,1711229,,,,,1457094 ,1456049 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_13_FD"",""Eucconsequencing_13_FD"")",,,
Eucalyptus conglobata CCA1349 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-02-12,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456064,1711229,,,,,1457102 ,1456065 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_12_FD"",""Eucconsequencing_12_FD"")",,,
Eucalyptus conica CCA0678 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2025-01-22,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455898,1711231,,,,,1457019 ,1455899 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Eucconsequencing_16_FD"",""Eucconsequencing_16_FD"")",,,
Eucalyptus coolabah CCA2828 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456344,881201,,,,,1457242 ,1456345 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccoosequencing_5_FD"",""Euccoosequencing_5_FD"")",,,
Eucalyptus cooperiana CCA0340 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-19,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455634,1711233,,,,,1456887 ,1455635 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccoosequencing_2_FD"",""Euccoosequencing_2_FD"")",,,
Eucalyptus cooperiana CCA2974 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456448,1711233,,,,,1457294 ,1456449 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccoosequencing_4_FD"",""Euccoosequencing_4_FD"")",,,
Eucalyptus cooperiana CCA2975 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-04-29,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1456450,1711233,,,,,1457295 ,1456451 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccoosequencing_3_FD"",""Euccoosequencing_3_FD"")",,,
Eucalyptus cordata CCA5977 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455200,155759,,,,,1456670 ,1455201 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccorsequencing_10_FD"",""Euccorsequencing_10_FD"")",,,
Eucalyptus cordata CCA5980 Currency Creek Resequencing,Alexander Myburg zander.myburg@up.ac.za,Plant/large euk,"Plant Resequencing, Isolate",Complete,2024-08-15,CSP 2022,Eucalypt genomic resources for woody biomass production and carbon drawdown,1455202,155759,,,,,1456671 ,1455203 ,Kerrie Barry kwbarry@lbl.gov,"=HYPERLINK(""http://genome.jgi.doe.gov/Euccorsequencing_11_FD"",""Euccorsequencing_11_FD"")",,,
